genres,keywords,title,clean_overview
"['Comedy', 'Romance']",[],Say It Isn't So,boy meets boy falls love boy loses discover brother learns victim ultimate case mistaken lovesick young man thinks taboo thrills race country stop marrying
['Drama'],"[{""id"": 2658, ""name"": ""new zealand""}, {""id"": 5303, ""name"": ""utah""}, {""id"": 7393, ""name"": ""life's dream""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 34000, ""name"": ""motorcycle racing""}, {""id"": 155781, ""name"": ""trailer""}, {""id"": 188072, ""name"": ""mortgage""}]",The World's Fastest Indian,life story new zealander burt spent years building indian motorcycle bike helped set world record bonneville salt flats
"['Action', 'Comedy', 'Fantasy', 'Science Fiction']","[{""id"": 2535, ""name"": ""destroy""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5484, ""name"": ""reincarnation""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 160129, ""name"": ""artial arts""}, {""id"": 187056, ""name"": ""woman director""}]",Tank Girl,based british cult fights controls water
"['Comedy', 'Crime']","[{""id"": 9728, ""name"": ""caper""}, {""id"": 210313, ""name"": ""action""}]",King's Ransom,hoping foil loathsome businessman arranges realize plenty people interested wealth
"['Drama', 'Mystery', 'Science Fiction', 'Thriller']","[{""id"": 1721, ""name"": ""fight""}, {""id"": 1741, ""name"": ""blindness and impaired vision""}, {""id"": 2884, ""name"": ""asylum""}, {""id"": 3077, ""name"": ""leader""}, {""id"": 3679, ""name"": ""society""}, {""id"": 8047, ""name"": ""eye specialist""}, {""id"": 8862, ""name"": ""uprising""}, {""id"": 34161, ""name"": ""doomsday""}, {""id"": 188959, ""name"": ""plague""}]",Blindness,sudden plague blindness devastates small group afflicted band triumphantly overcome horrific conditions imposed
"['Action', 'Adventure', 'Fantasy', 'Horror']","[{""id"": 3133, ""name"": ""vampire""}, {""id"": 9259, ""name"": ""vampire hunter""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 179882, ""name"": ""romania""}]",BloodRayne,eighteenth century dhampir prone fits blind blood rage saddled compunction strives avenge rape king vampire sebastian brimstone society persuade join
"['Comedy', 'Drama']","[{""id"": 1439, ""name"": ""flat""}, {""id"": 1880, ""name"": ""mobile phone""}, {""id"": 1939, ""name"": ""hamster""}, {""id"": 6060, ""name"": ""insult""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 40882, ""name"": ""tulips""}, {""id"": 41153, ""name"": ""meeting""}, {""id"": 41154, ""name"": ""puke""}, {""id"": 41155, ""name"": ""pants""}, {""id"": 41156, ""name"": ""liberal""}]",Carnage,zachary cowan strikes classmate face stick parents invite parents brooklyn apartment deal incident civilized
"['Drama', 'Mystery', 'Thriller']","[{""id"": 572, ""name"": ""sex""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 917, ""name"": ""journalism""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 1491, ""name"": ""entertainer""}, {""id"": 2864, ""name"": ""one-night stand""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 217311, ""name"": ""sex party""}]",Where the Truth Lies,ambitious reporter probes reasons sudden split comedy
"['Fantasy', 'Family']","[{""id"": 3199, ""name"": ""clown""}, {""id"": 6027, ""name"": ""music""}, {""id"": 192528, ""name"": ""mimes""}, {""id"": 194156, ""name"": ""cirque du soleil""}, {""id"": 208965, ""name"": ""carnies""}, {""id"": 220670, ""name"": ""aerialist""}]",Cirque du Soleil: Worlds Away,original story featuring performances cirque du young woman entranced fall dreamlike world cirque du soleil travel different tent worlds trying
['Drama'],"[{""id"": 795, ""name"": ""running""}, {""id"": 2070, ""name"": ""olympic games""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 10456, ""name"": ""athlete""}]",Without Limits,film follows life famous runner steve prefontaine youth days oregon university oregon worked legendary coach later olympics munich early death car
"['Comedy', 'Drama', 'Romance']","[{""id"": 242, ""name"": ""new york""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 163110, ""name"": ""theater""}, {""id"": 214548, ""name"": ""1930s""}]",Me and Orson Welles,new teenager hired star orson production julius caesar attracted production
"['Drama', 'Romance', 'Crime', 'Mystery']","[{""id"": 5918, ""name"": ""painting""}, {""id"": 198318, ""name"": ""auctioneer""}, {""id"": 201385, ""name"": ""confidence game""}, {""id"": 220933, ""name"": ""fine art""}, {""id"": 221810, ""name"": ""honey pot""}]",The Best Offer,virgil oldman world renowned antiques expert eccentric leads solitary going extreme lengths distance messiness human appointed beautiful emotionally damaged claire oversee valuation sale priceless art virgil allows form attachment soon engulfed passion rock bland existence
"['Drama', 'Crime']","[{""id"": 796, ""name"": ""police brutality""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 33699, ""name"": ""policeman""}, {""id"": 156117, ""name"": ""illegal drugs""}, {""id"": 161982, ""name"": ""murder investigation""}, {""id"": 226376, ""name"": ""corrupt cop""}]",The Bad Lieutenant: Port of Call - New Orleans,terrence new orleans police starts good receiving medal promotion lieutenant heroism hurricane heroic mcdonagh injures later addicted prescription pain mcdonagh finds involved drug dealer suspected murdering family african
"['Animation', 'Family']","[{""id"": 5769, ""name"": ""global warming""}, {""id"": 154896, ""name"": ""sea turtle""}, {""id"": 209714, ""name"": ""3d""}]",A Turtle's Tale: Sammy's Adventures,sea turtle hatched spends years traveling world changed global born california beach new hatchling sammy fellow newborn sea turtles race beach ocean captured seagull begins incredible ocean way meets best fellow turtle named overcomes obstacles natural trying fulfill dream travelling sammy forgets shelly turtle saved day loves passionately based actual trajectory sea film illustrates dangers humans pose film combines entertainment important environmental
"['Comedy', 'Drama']","[{""id"": 579, ""name"": ""american football""}, {""id"": 1655, ""name"": ""country house""}, {""id"": 3390, ""name"": ""motorboat""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 14886, ""name"": ""thirty something""}, {""id"": 34145, ""name"": ""beach house""}, {""id"": 40842, ""name"": ""organic food""}, {""id"": 47018, ""name"": ""weasel""}, {""id"": 155939, ""name"": ""group of friends""}, {""id"": 166120, ""name"": ""reprimand""}, {""id"": 166121, ""name"": ""declaration of love""}, {""id"": 166123, ""name"": ""parent child relationship""}, {""id"": 166124, ""name"": ""texting""}, {""id"": 166125, ""name"": ""low tide""}, {""id"": 166126, ""name"": ""forced""}, {""id"": 166129, ""name"": ""interrupted vacation""}, {""id"": 166132, ""name"": ""osteopath""}, {""id"": 166139, ""name"": ""lovesick""}]",Little White Lies,despite traumatic group friends decide ahead annual beach sense guilt friendship sorely finally forced little white lies telling
['Drama'],"[{""id"": 10183, ""name"": ""independent film""}]",Love Ranch,story couple starts legal brothel nevada boxer piece
"['Family', 'Adventure', 'Animation']","[{""id"": 977, ""name"": ""cat""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 15284, ""name"": ""cartoon cat""}]",The True Story of Puss 'n Boots,free adaptation charles famous true story story young old time cinema
"['Family', 'Animation']","[{""id"": 2139, ""name"": ""russia""}, {""id"": 4040, ""name"": ""space mission""}, {""id"": 9882, ""name"": ""space""}, {""id"": 12405, ""name"": ""outer space""}, {""id"": 15162, ""name"": ""dog""}]",Space Dogs,amazing flying dog unexpectedly hurdled streets moscow rocket malfunctions circus fortunately crash leads meet streetwise dog named strelka irredeemable rat friend amusing friends space center sent away leaving planet
"['Thriller', 'Crime', 'Drama']","[{""id"": 496, ""name"": ""poetry""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 13037, ""name"": ""drug smuggling""}, {""id"": 18230, ""name"": ""drug trafficking""}, {""id"": 183185, ""name"": ""red dress""}]",The Counselor,rich successful lawyer named counselor married fiancée soon meets known westray tells drug trafficking plan taken horrible twist protect soon lover truth drug business uncovers targets
"['Romance', 'Adventure', 'Action', 'History']","[{""id"": 502, ""name"": ""ambush""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 10141, ""name"": ""battlefield""}, {""id"": 12965, ""name"": ""duel""}, {""id"": 13084, ""name"": ""king""}, {""id"": 14656, ""name"": ""order of the templars""}]",Ironclad,year rebel barons england forced despised king john royal seal magna seminal document upheld rights free months pledging great king reneged word assembled mercenary army south coast england intention bringing barons country tyrannical barring way stood mighty rochester place symbol momentous struggle justice
"['History', 'Action', 'Drama']","[{""id"": 5565, ""name"": ""biography""}, {""id"": 220265, ""name"": ""napoleon bonaparte""}, {""id"": 221549, ""name"": ""waterloo""}]",Waterloo,defeating france imprisoning napoleon ending decades europe shocked napoleon escaped caused french army defect king best british duke beat best generals spain beat napoleon anglo allied
"['Crime', 'Action', 'Thriller']","[{""id"": 779, ""name"": ""martial arts""}, {""id"": 780, ""name"": ""kung fu""}, {""id"": 10714, ""name"": ""serial killer""}]",Kung Fu Jungle,martial arts instructor working police academy gets imprisoned killing man vicious killer starts targeting martial arts instructor offers help police return
"['Action', 'Thriller']","[{""id"": 128, ""name"": ""love triangle""}, {""id"": 539, ""name"": ""middle east""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2534, ""name"": ""missile""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 9812, ""name"": ""honor""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10563, ""name"": ""attack""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 18543, ""name"": ""combat""}, {""id"": 155333, ""name"": ""jet""}, {""id"": 162365, ""name"": ""military""}, {""id"": 186447, ""name"": ""rogue""}, {""id"": 201164, ""name"": ""squad""}, {""id"": 208456, ""name"": ""wmd""}, {""id"": 208457, ""name"": ""dog fight""}]",Red Sky,disgraced gun fighter pilot butch masters leads rogue squad recovery masters navigate fractured love skies reclaim military personal
"['Drama', 'Romance']","[{""id"": 725, ""name"": ""lovesickness""}, {""id"": 738, ""name"": ""sexuality""}, {""id"": 1332, ""name"": ""cheating""}, {""id"": 2045, ""name"": ""cynic""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 2687, ""name"": ""fianc\u00e9""}, {""id"": 2692, ""name"": ""arranged marriage""}, {""id"": 2983, ""name"": ""passion""}, {""id"": 3182, ""name"": ""seduction""}, {""id"": 3452, ""name"": ""love letter""}, {""id"": 3925, ""name"": ""boredom""}, {""id"": 4315, ""name"": ""courtly life""}, {""id"": 4319, ""name"": ""french revolution""}, {""id"": 4320, ""name"": ""lover""}, {""id"": 4812, ""name"": ""plan""}, {""id"": 6049, ""name"": ""praise""}, {""id"": 34221, ""name"": ""gender roles""}]",Dangerous Liaisons,dangerous liaisons film based novel choderlos laclos set century marquise asks vicomte valmont seduce future wife return night things planned love triangle
"['Adventure', 'Drama']","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1227, ""name"": ""cemetery""}, {""id"": 2398, ""name"": ""narration""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 4528, ""name"": ""song""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 11732, ""name"": ""cigarette smoking""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 13094, ""name"": ""photograph""}, {""id"": 15291, ""name"": ""on the road""}, {""id"": 18049, ""name"": ""sex scene""}, {""id"": 34030, ""name"": ""typewriter""}, {""id"": 159431, ""name"": ""voice over""}, {""id"": 163182, ""name"": ""suicide thoughts""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 168442, ""name"": ""denver colorado""}, {""id"": 168447, ""name"": ""kerouac""}]",On the Road,dean sal portrait beat search results fast energetic roller coaster ride highs lows
"['Science Fiction', 'Adventure']","[{""id"": 83, ""name"": ""saving the world""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 665, ""name"": ""uss enterprise-a""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 4676, ""name"": ""whale""}, {""id"": 5359, ""name"": ""marine biologist""}, {""id"": 155212, ""name"": ""vulcan""}, {""id"": 161176, ""name"": ""space opera""}]",Star Trek IV: The Voyage Home,fugitives federation daring rescue spock doomed genesis admiral kirk crew begin journey home face justice near mercy mysterious alien presence signals slowly destroying desperate attempt answer kirk crew race late twentieth soon world knew alien encountered far reaches
['Drama'],"[{""id"": 276, ""name"": ""philadelphia""}, {""id"": 396, ""name"": ""transporter""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2416, ""name"": ""publicity""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 2968, ""name"": ""grave""}, {""id"": 3393, ""name"": ""tombstone""}, {""id"": 3586, ""name"": ""tv station""}, {""id"": 4487, ""name"": ""boxing match""}, {""id"": 4610, ""name"": ""comeback""}, {""id"": 4613, ""name"": ""training""}, {""id"": 5167, ""name"": ""restaurant owner""}, {""id"": 5378, ""name"": ""world champion""}, {""id"": 5379, ""name"": ""challenger""}, {""id"": 5380, ""name"": ""virtual fight""}, {""id"": 6066, ""name"": ""defeat""}, {""id"": 6067, ""name"": ""victory""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 155464, ""name"": ""over-the-hill fighter""}]",Rocky Balboa,loses highly publicized virtual boxing match rocky reigning heavyweight mason dixon retaliates challenging rocky nationally exhibition surprise son rocky agrees come retirement face opponent stronger thirty years
"['Horror', 'Mystery']","[{""id"": 6812, ""name"": ""film festivals""}, {""id"": 10089, ""name"": ""slaughter""}, {""id"": 12339, ""name"": ""slasher""}]",Scream 2,years terrifying events occurred sidney attending windsor college gale best selling book life major motion college students killed theatre watching new film sidney knows deep history repeating
"['Action', 'Drama', 'Western']",[],Jane Got a Gun,outlaw husband returns home shot bullets barely jane reluctantly reaches seen years help defend farm time comes gang eventually tracks finish
"['Comedy', 'Romance']",[],Think Like a Man Too,couples wedding las plans romantic weekend awry various misadventures compromising situations threaten derail big
"['Comedy', 'Crime']","[{""id"": 800, ""name"": ""bounty""}, {""id"": 3149, ""name"": ""gangster boss""}, {""id"": 6719, ""name"": ""montreal""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 33780, ""name"": ""dentist""}, {""id"": 160488, ""name"": ""hoodlum""}]",The Whole Nine Yards,mobster named jimmy tulip agrees cooperate fbi investigation order stay relocated authorities life suburban anonymity witness protection long couple new neighbors figure true identity come knocking suburban
"['Drama', 'Family', 'Music', 'Romance']","[{""id"": 246, ""name"": ""dancing""}, {""id"": 733, ""name"": ""dancer""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 6027, ""name"": ""music""}, {""id"": 207010, ""name"": ""dance teacher""}]",Footloose,teenager ren family chicago small town real case culture
['Comedy'],"[{""id"": 171134, ""name"": ""sex doll""}, {""id"": 171143, ""name"": ""streaking""}, {""id"": 171150, ""name"": ""mouth to mouth resuscitation""}]",Old School,friends attempt recapture glory days opening fraternity near alma
"['Comedy', 'Drama']","[{""id"": 113, ""name"": ""holy grail""}, {""id"": 960, ""name"": ""homeless person""}, {""id"": 1014, ""name"": ""loss of lover""}, {""id"": 1313, ""name"": ""mental disease""}, {""id"": 1335, ""name"": ""sense of guilt""}, {""id"": 1660, ""name"": ""suppressed past""}, {""id"": 1873, ""name"": ""yuppie""}, {""id"": 2045, ""name"": ""cynic""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 2796, ""name"": ""self-discovery""}, {""id"": 3305, ""name"": ""housebreaking""}, {""id"": 3446, ""name"": ""forgiveness""}, {""id"": 3600, ""name"": ""gun rampage""}, {""id"": 3741, ""name"": ""talk show""}, {""id"": 3754, ""name"": ""legend""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 187554, ""name"": ""person running amok""}]",The Fisher King,troubled men face terrible destinies events past join mission holy grail save
"['Horror', 'Mystery', 'Thriller']","[{""id"": 271, ""name"": ""competition""}, {""id"": 2041, ""name"": ""island""}, {""id"": 2135, ""name"": ""radio""}, {""id"": 3345, ""name"": ""bahamas""}, {""id"": 3616, ""name"": ""college""}, {""id"": 4728, ""name"": ""knife""}, {""id"": 5420, ""name"": ""fisherman""}, {""id"": 6876, ""name"": ""vacation""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 10793, ""name"": ""resort""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 14527, ""name"": ""storm""}, {""id"": 14692, ""name"": ""hook""}, {""id"": 15127, ""name"": ""killer""}]",I Still Know What You Did Last Summer,unfinished business coed julie james brings murderer bahamas terrorize tyrell ray bronson survived bloody attack alongside julie summers island time save
"['Romance', 'Comedy', 'Drama']","[{""id"": 741, ""name"": ""transplantation""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2735, ""name"": ""veterinarian""}, {""id"": 187056, ""name"": ""woman director""}]",Return to Me,took lot cajoling bob recently widowed blind date quirky smitten instantly date grace going great unbelievable truth easily break hearts
['Comedy'],"[{""id"": 445, ""name"": ""pornography""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 3200, ""name"": ""platonic love""}, {""id"": 5593, ""name"": ""pornographic video""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 170827, ""name"": ""sex comedy""}, {""id"": 178329, ""name"": ""best friends in love""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",Zack and Miri Make a Porno,lifelong platonic friends zack miri look solve respective problems making adult film cameras duo begin sense feelings previously
"['Comedy', 'Crime', 'Thriller']","[{""id"": 10183, ""name"": ""independent film""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 168622, ""name"": ""soap opera""}, {""id"": 168637, ""name"": ""used car dealer""}, {""id"": 168638, ""name"": ""nurse uniform""}, {""id"": 168641, ""name"": ""female bartender""}, {""id"": 168643, ""name"": ""tv production""}, {""id"": 168654, ""name"": ""heart specialist""}, {""id"": 168657, ""name"": ""formosa cafe hollywood""}, {""id"": 168658, ""name"": ""tv writer""}, {""id"": 168659, ""name"": ""murderer duo""}]",Nurse Betty,happens person decides life merely state waitress soap opera fan fair refuse believe love life just really life excuse traumatized savage betty enters fugue state allows encourages kind alternate
"['Comedy', 'War']","[{""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 8651, ""name"": ""kuwait""}, {""id"": 10902, ""name"": ""new age""}, {""id"": 10945, ""name"": ""staring contest""}, {""id"": 11494, ""name"": ""drug use""}, {""id"": 11659, ""name"": ""paranoid fantasy""}, {""id"": 11660, ""name"": ""hippie lifestyle""}]",The Men Who Stare at Goats,reporter iraq just story lifetime meets lyn guy claims member new earth unit employs paranormal powers
"['Adventure', 'Drama', 'Action', 'Comedy', 'Romance']","[{""id"": 534, ""name"": ""mexico""}, {""id"": 591, ""name"": ""cia""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 13008, ""name"": ""train""}]",Double Take,governor mexican state soon junior executive daryl life turns upside flags huge transfer funds mexican account probably attacked rescued cia finds secretary shot witnesses cops calls cia guy tells grab train leaving m
['Drama'],"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1525, ""name"": ""puberty""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6846, ""name"": ""borderline personality disorder""}]","Girl, Interrupted",set changing world late susanna prescribed psychiatrist met unknown journey struggles line normal susanna soon realizes hard ultimately choose world people belong inside difficult world reality
"['Comedy', 'Romance']","[{""id"": 6562, ""name"": ""celebrity""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 162262, ""name"": ""movie star""}]",Win a Date with Tad Hamilton!,girl wins date hollywood star date goes better love triangle forms best
"['Fantasy', 'Comedy', 'Science Fiction', 'Family']","[{""id"": 6300, ""name"": ""puppet""}, {""id"": 12998, ""name"": ""the muppets""}]",Muppets from Space,breakfast cereal tells descendant aliens attempts extraterrestrial communication kidnapped secret government prompting muppets spring hard believe story kermit friends soon epic journey outer space filled plenty intergalactic
"['Adventure', 'Family', 'Fantasy', 'Music']","[{""id"": 4232, ""name"": ""melancholy""}, {""id"": 155462, ""name"": ""little dog""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 165317, ""name"": ""based on film""}, {""id"": 177912, ""name"": ""wizard""}]",The Wiz,thanksgiving dinner brings host family harlem schoolteacher named dorothy gale lives aunt em uncle henry extremely aunt em teases south refuses
"['Action', 'Comedy', 'Drama']","[{""id"": 5970, ""name"": ""wrestling""}, {""id"": 6075, ""name"": ""sport""}]",Ready to Rumble,slacker wrestling fans devastated ousting favorite character unscrupulous
"['Comedy', 'Drama']","[{""id"": 6075, ""name"": ""sport""}]",Play It to the Bone,aging fighters vegas promoter undercard fighters mike tyson bout night suddenly wants box agree long winner gets shot middleweight enlist current ex drive
"['Romance', 'Comedy']","[{""id"": 13149, ""name"": ""pregnancy""}, {""id"": 14724, ""name"": ""family vacation""}, {""id"": 33476, ""name"": ""widower""}, {""id"": 40916, ""name"": ""working mum""}, {""id"": 40917, ""name"": ""in-laws""}]",I Don't Know How She Does It,comedy centered life kate finance executive breadwinner husband
"['Comedy', 'Horror']","[{""id"": 3342, ""name"": ""yacht""}, {""id"": 9732, ""name"": ""movie in movie""}, {""id"": 10503, ""name"": ""scuba diving""}, {""id"": 158045, ""name"": ""piranha""}, {""id"": 158054, ""name"": ""spring break""}, {""id"": 158072, ""name"": ""man eaten by monster""}, {""id"": 209714, ""name"": ""3d""}]",Piranha 3D,year population sleepy lake arizona explodes residents annual spring break earthquake opens underwater releasing enormous swarm ancient piranha dormant thousands taste human worry usual hangovers complaints new type terror cut loose lake
"['Drama', 'Music']","[{""id"": 4344, ""name"": ""musical""}, {""id"": 164657, ""name"": ""perfectionist""}, {""id"": 164658, ""name"": ""rowboat""}, {""id"": 164663, ""name"": ""courtship""}]",Beyond the Sea,based life career legendary bobby biopic moves forth childhood tell tale remarkable kevin spacey did singing recreating bobby vocal style uncanny
"['Animation', 'Comedy', 'Family']",[],Meet the Deedles,surfers end yellowstone park rangers stop ranger
"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']","[{""id"": 530, ""name"": ""prophecy""}, {""id"": 616, ""name"": ""witch""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 180631, ""name"": ""troubled production""}, {""id"": 210414, ""name"": ""unfinished film""}]",The Thief and the Cobbler,written limitless constellations celestial depths emerald grain sand vast world outward visible inward invisible reality time golden center golden atop tallest golden ancients prophesied golden balls taken harmony yield city fall destruction mystics foretold city saved simplest soul smallest simplest city dwelt lowly known tack existed shall
"['Romance', 'Drama']","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 5967, ""name"": ""peru""}, {""id"": 15060, ""name"": ""period drama""}, {""id"": 160279, ""name"": ""18th century""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 193102, ""name"": ""collapse""}]",The Bridge of San Luis Rey,bridge san luis rey american author thornton second published worldwide tells story interrelated people die collapse inca suspension bridge events lead friar witnessed tragic accident goes inquiring lives seeking sort cosmic answer question novel won pulitzer prize
"['Crime', 'Drama', 'Action', 'Thriller']",[],Faster,driver spent years prison planning revenge murder driver free carry deadly plan men stand billy bob thornton plays veteran cop oliver crazy close driver races carry mission mystery surrounding brothers murder
"['Fantasy', 'Animation', 'Adventure']","[{""id"": 334, ""name"": ""flying""}, {""id"": 616, ""name"": ""witch""}, {""id"": 2217, ""name"": ""rain""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 3151, ""name"": ""scarecrow""}, {""id"": 5133, ""name"": ""body exchange""}, {""id"": 7315, ""name"": ""hatter""}, {""id"": 7397, ""name"": ""bakery""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 210024, ""name"": ""anime""}]",Howl's Moving Castle,shy young cursed old body spiteful chance breaking spell lies insecure young wizard companions walking
"['Comedy', 'Horror']","[{""id"": 521, ""name"": ""washington d.c.""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 8636, ""name"": ""blood splatter""}, {""id"": 9755, ""name"": ""parody""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 50009, ""name"": ""survival horror""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 167068, ""name"": ""twinkie""}, {""id"": 167081, ""name"": ""body count""}, {""id"": 167085, ""name"": ""zombification""}, {""id"": 167095, ""name"": ""disposing of a dead body""}, {""id"": 167103, ""name"": ""bitten on the arm""}, {""id"": 167104, ""name"": ""loner""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 186565, ""name"": ""zombie apocalypse""}, {""id"": 235354, ""name"": ""fear of clowns""}]",Zombieland,columbus habit running scares tallahassee kick world overrun perfectly evolved stare terrifying prospect
['Comedy'],"[{""id"": 6075, ""name"": ""sport""}, {""id"": 171556, ""name"": ""social outcast""}, {""id"": 171559, ""name"": ""ridicule""}, {""id"": 171561, ""name"": ""lawn mower""}, {""id"": 171563, ""name"": ""deserted by husband""}, {""id"": 171567, ""name"": ""low self esteem""}, {""id"": 171570, ""name"": ""black and white to color""}]",The Waterboy,bobby boucher water boy struggling college football coach discovers hidden rage makes tackling machine power vault team
"['Adventure', 'Action', 'Science Fiction']","[{""id"": 526, ""name"": ""rebel""}, {""id"": 803, ""name"": ""android""}, {""id"": 1423, ""name"": ""asteroid""}, {""id"": 2902, ""name"": ""space battle""}, {""id"": 3373, ""name"": ""snow storm""}, {""id"": 3388, ""name"": ""space colony""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 10016, ""name"": ""lightsaber""}, {""id"": 10527, ""name"": ""jedi""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11196, ""name"": ""rebellion""}, {""id"": 160134, ""name"": ""the force""}, {""id"": 161176, ""name"": ""space opera""}, {""id"": 178710, ""name"": ""stormtrooper""}, {""id"": 210346, ""name"": ""wookie""}, {""id"": 232452, ""name"": ""jedi master""}, {""id"": 232453, ""name"": ""jedi training""}, {""id"": 232454, ""name"": ""droid""}]",The Empire Strikes Back,epic saga continues luke hopes defeating evil galactic learns ways jedi aging master darth vader determined capture rebel leader princess cocky han droids thrown various stages betrayal
