genres,keywords,title,clean_overview
"['Drama', 'History', 'War']","[{""id"": 502, ""name"": ""ambush""}, {""id"": 526, ""name"": ""rebel""}, {""id"": 2217, ""name"": ""rain""}, {""id"": 5331, ""name"": ""village""}, {""id"": 5638, ""name"": ""arrest""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10176, ""name"": ""gun battle""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 14638, ""name"": ""american""}]",Amigo,village mayor caught murderous crossfire troops occupy rafael comes pressure officer help americans hunt filipino guerilla brother head local considers cooperates americans rafael quickly finds forced make potentially deadly decisions faced ordinary civilians occupied
"['Horror', 'Mystery', 'Science Fiction']","[{""id"": 635, ""name"": ""disc jockey""}, {""id"": 1224, ""name"": ""radio station""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 13073, ""name"": ""fear""}, {""id"": 14882, ""name"": ""ontario canada""}, {""id"": 160025, ""name"": ""radio broadcast""}, {""id"": 178636, ""name"": ""talk radio""}, {""id"": 186565, ""name"": ""zombie apocalypse""}, {""id"": 190149, ""name"": ""trapped in building""}]",Pontypool,disc jockey grant mazzy reports basement radio station canadian town thinks just day hears reports virus turns people mazzy barricades radio booth tries figure way warn listeners virus unlikely mode
['Drama'],"[{""id"": 387, ""name"": ""california""}, {""id"": 572, ""name"": ""sex""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 3306, ""name"": ""highway""}, {""id"": 9824, ""name"": ""reunion""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18047, ""name"": ""anger""}, {""id"": 18053, ""name"": ""divorcee""}, {""id"": 40879, ""name"": ""drunk""}, {""id"": 156165, ""name"": ""trucker""}, {""id"": 165508, ""name"": ""americana""}, {""id"": 182414, ""name"": ""traffic""}]",Trucker,loner diane ford truck driver peter fine len falls asks diane care son diane reluctantly quickly realizes caring child interferes independent lifestyle peter thrilled
"['Romance', 'Comedy', 'Drama']",[],Me You and Five Bucks,womanizing lovable waiter early dreams selling book entitled steps healing male broken finds working restaurants survive big low left choice look roommate share tiny person answer ad ex love life broke heart disappeared reason inspiration pam remembered youthful spirit lots money broke new story begins charlie ran happened past potential new love gather strength help pam feet rekindling old
"['Horror', 'Thriller']","[{""id"": 616, ""name"": ""witch""}, {""id"": 162806, ""name"": ""coven""}, {""id"": 181374, ""name"": ""salem massachusetts""}, {""id"": 181375, ""name"": ""satanic""}]",The Lords of Salem,city massachusetts visited coven ancient
"['Horror', 'Comedy', 'Thriller']","[{""id"": 3358, ""name"": ""haunted house""}, {""id"": 4604, ""name"": ""father-in-law""}, {""id"": 6156, ""name"": ""superstition""}, {""id"": 9790, ""name"": ""house arrest""}, {""id"": 9866, ""name"": ""basement""}, {""id"": 10092, ""name"": ""mystery""}, {""id"": 11422, ""name"": ""plot twist""}, {""id"": 14811, ""name"": ""exploding head""}, {""id"": 41180, ""name"": ""security guard""}, {""id"": 157398, ""name"": ""garden shears""}, {""id"": 172427, ""name"": ""dentures""}, {""id"": 208772, ""name"": ""home detention""}]",Housebound,kylie bucknell sentenced home forced come terms unsociable blabbering mother hostile spirit happy new living
['Documentary'],"[{""id"": 279, ""name"": ""usa""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 2081, ""name"": ""department store""}, {""id"": 4108, ""name"": ""protest""}, {""id"": 5890, ""name"": ""community""}, {""id"": 6071, ""name"": ""middle class""}, {""id"": 10905, ""name"": ""big business""}, {""id"": 10906, ""name"": ""retail trade""}, {""id"": 10907, ""name"": ""consumerism""}, {""id"": 12094, ""name"": ""business""}, {""id"": 14737, ""name"": ""economics""}, {""id"": 188950, ""name"": ""corporation""}, {""id"": 196332, ""name"": ""walmart""}]",Wal-Mart: The High Cost of Low Price,documentary takes viewer deeply personal journey everyday lives families struggling fight family business owner midwest preacher workers florida poet dozens film crews continents bring intensely personal stories assault families american
"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Science Fiction']","[{""id"": 10183, ""name"": ""independent film""}]",Fetching Cody,dealer arrives girlfriend apartment overdosed tries fix things traveling time attempt prevent
"['Drama', 'Comedy']",[],Last I Heard,released federal prison years ailing powerful new york mobster moves home attempts reconnect life poignant character
"['Comedy', 'Drama']","[{""id"": 15363, ""name"": ""bank robbery""}]",Closer to the Moon,romanian police officer teams small crew bank robbers pull heist convincing scene crime filming
['Science Fiction'],"[{""id"": 1442, ""name"": ""winter""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5404, ""name"": ""meteor""}, {""id"": 221904, ""name"": ""politics of scarcity""}]",Mutant World,decade disastrous meteor impact wipes group survivalists emerge twisted version old nascent society besieged vicious ferocious dreadful symptoms
"['Comedy', 'Family', 'Drama']",[],Growing Up Smith,indian family moves america hopes living american boy smith falls girl desire old propels away ideals
"['Thriller', 'Action', 'Crime']",[],Checkmate,people thrown elaborate bank heist alter merely pawns bigger
"['Drama', 'Mystery', 'Horror', 'Thriller']",[],#Horror,inspired actual group year old girls face night horror compulsive addiction online social media game turns moment cyber bullying night
"['Action', 'Horror', 'Thriller']",[],Wind Walkers,group friends family descend everglades swamplands annual hunting trip discover ones malevolent entity tracking begin realise party possessed brought home tour duty middle east demon war horrible deadly unaware devilish facing legendary native american curse unleash dreadful legacy thirsting colonial revenge claiming
"['Fantasy', 'Animation', 'Family']","[{""id"": 351, ""name"": ""poison""}, {""id"": 616, ""name"": ""witch""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 1647, ""name"": ""sadness""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 2013, ""name"": ""attempted murder""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 3758, ""name"": ""appearance""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 166625, ""name"": ""candlelight vigil""}, {""id"": 169341, ""name"": ""snow white""}]",Snow White and the Seven Dwarfs,beautiful snow takes refuge forest house seven dwarfs hide wicked queen jealous wants known fairest snow beauty surpasses
"['Drama', 'Foreign']","[{""id"": 612, ""name"": ""hotel""}, {""id"": 10809, ""name"": ""teenage girl""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 211572, ""name"": ""spanish movie""}]",The Holy Girl,amalia adolescent girl caught throes emerging sexuality deeply held passion catholic drives mingle visiting jano takes advantage crowd inappropriately close repulsed inspired inner amalia decides mission save doctor begins stalk unusual
['Western'],"[{""id"": 10322, ""name"": ""native american""}, {""id"": 163674, ""name"": ""gunfighter""}, {""id"": 208155, ""name"": ""hunting party""}]",Shalako,sean connery guide old west rescue aristocratic british hunting party indians
"['Adventure', 'Comedy', 'Horror']",[],Incident at Loch Ness,german film director werner herzog sets scottish highlands make loch exploding myth loch ness documentary film crew making film werner production point shooting rented tensions begin rise director herzog zak black surface loch things edgy film crew starts seeing shapes murky
['Drama'],"[{""id"": 1568, ""name"": ""undercover""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 206207, ""name"": ""animal welfare""}, {""id"": 233292, ""name"": ""animal rights organization""}, {""id"": 234360, ""name"": ""puppy mill""}, {""id"": 234361, ""name"": ""animal rescues""}, {""id"": 234362, ""name"": ""college intern""}]",The Dog Lover,sara gold young girl quest save best goes undercover dog breeder suspected quickly finds wrong sara make continue follow orders united animal protection trust instincts boy fallen love
"['Horror', 'Thriller']","[{""id"": 293, ""name"": ""female nudity""}, {""id"": 572, ""name"": ""sex""}, {""id"": 1879, ""name"": ""shower""}, {""id"": 2177, ""name"": ""sauna""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3016, ""name"": ""security camera""}, {""id"": 6095, ""name"": ""house""}, {""id"": 6435, ""name"": ""webcam""}, {""id"": 6614, ""name"": ""website""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10768, ""name"": ""lesbian""}, {""id"": 11040, ""name"": ""masked killer""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 14557, ""name"": ""undressing""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14903, ""name"": ""home invasion""}, {""id"": 15069, ""name"": ""masked man""}, {""id"": 18046, ""name"": ""internet chat""}, {""id"": 18049, ""name"": ""sex scene""}, {""id"": 18314, ""name"": ""internet porn""}, {""id"": 41180, ""name"": ""security guard""}, {""id"": 157676, ""name"": ""disfigured face""}, {""id"": 158436, ""name"": ""porn actress""}, {""id"": 191007, ""name"": ""skirt""}, {""id"": 207844, ""name"": ""college student""}, {""id"": 222108, ""name"": ""rubber mask""}]",GirlHouse,attempt make extra cash away kylie moves house streams content deranged fan hacks determine finds terrifying fight
"['Drama', 'Crime', 'Thriller']","[{""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 14720, ""name"": ""love affair""}, {""id"": 166582, ""name"": ""police interrogation""}, {""id"": 207240, ""name"": ""murder trial""}]",The Blue Room,man secretly desire want bite share sweet man believe investigation police accused
"['Thriller', 'Horror']","[{""id"": 156580, ""name"": ""ghost story""}]",House at the End of the Drive,david king purchases house hills far angst los gets bargained strange unexplainable occurrences house begin control daily life
"['Family', 'Adventure', 'Comedy', 'Science Fiction', 'Crime']","[{""id"": 339, ""name"": ""submarine""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 2534, ""name"": ""missile""}, {""id"": 2988, ""name"": ""shark attack""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 155461, ""name"": ""shark repelent""}, {""id"": 155488, ""name"": ""black cat""}, {""id"": 163455, ""name"": ""super powers""}]",Batman,dynamic duo faces plan hold world ransom help secret invention instantly dehydrates
"['Comedy', 'Crime']","[{""id"": 502, ""name"": ""ambush""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 4262, ""name"": ""tea""}, {""id"": 4523, ""name"": ""joint""}, {""id"": 7149, ""name"": ""machismo""}, {""id"": 9227, ""name"": ""cocktail""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 11362, ""name"": ""cockney accent""}, {""id"": 11488, ""name"": ""pot smoking""}, {""id"": 15394, ""name"": ""hatchet""}, {""id"": 15395, ""name"": ""antique""}, {""id"": 15396, ""name"": ""cardsharp""}, {""id"": 18047, ""name"": ""anger""}, {""id"": 167542, ""name"": ""carjacking""}, {""id"": 207592, ""name"": ""piano""}, {""id"": 227944, ""name"": ""strip show""}, {""id"": 227945, ""name"": ""high stakes""}]","Lock, Stock and Two Smoking Barrels",card sharp friends need make lot cash quick losing sketchy poker decide pull heist gang happen operating flat
['Western'],[],The Ballad of Gregorio Cortez,entire cause problem evolves use deputy command spanish inadequate mistranslates witness tells sheriff real perpetrator crime riding mare male horse error results destroying family death innocent
['Drama'],"[{""id"": 236, ""name"": ""suicide""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 516, ""name"": ""child abuse""}, {""id"": 739, ""name"": ""sexual abuse""}, {""id"": 894, ""name"": ""depression""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 1608, ""name"": ""twin sister""}, {""id"": 1611, ""name"": ""hotelier""}, {""id"": 1655, ""name"": ""country house""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 12996, ""name"": ""dogme 95""}, {""id"": 18187, ""name"": ""family reunion""}, {""id"": 156181, ""name"": ""lecture""}, {""id"": 208349, ""name"": ""child""}]",The Celebration,grandiose party celebrate sixtieth birthday unleashes family drama lies conceal horrendous eldest stages showdown popular pater moving speech dislodges finally fall completely conflict intensifies bewildered guests look
"['Comedy', 'Drama']","[{""id"": 1010, ""name"": ""bar""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 15111, ""name"": ""drinking""}]",Trees Lounge,tommy lost love lives small apartment trees bar frequents regulars gets job driving ice cream truck ends getting involved niece gets trouble
['Drama'],"[{""id"": 2956, ""name"": ""vietnam""}, {""id"": 10183, ""name"": ""independent film""}]",Journey from the Fall,thirteen years end vietnam family tragically affected war forced emigrate
['Drama'],[],The Basket,peter coyote erin karen allen perfect star touching family drama unifying power basketball community torn apart riveting sports film tale triumph basket hoop dream movie lot morning townspeople welcome home wounded son harsh reality just bigotry hatred german orphans dividethe new martin rolls town strange ideas stranger leather game called martin strivesto bring harmony tears
"['Horror', 'Comedy']","[{""id"": 14895, ""name"": ""cannibal""}, {""id"": 179878, ""name"": ""sleepwalking""}, {""id"": 222850, ""name"": ""art teacher""}]",Eddie: The Sleepwalking Cannibal,painter rediscovers inspiration befriends sleepwalking
"['Drama', 'Action']","[{""id"": 5565, ""name"": ""biography""}]",Queen of the Mountains,time females asia possess little power headstrong kurmanjan datka defies authority ultimately ruler native kyrgyzstan
['Science Fiction'],"[{""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 206850, ""name"": ""canuxploitation""}]",Def-Con 4,men woman circle globe satellite armed nuclear world war breaks months later satellite survive crash man gets killed survivors man gets woman stays remains satellite soon caught evil punks taken
"['Action', 'Comedy']","[{""id"": 10183, ""name"": ""independent film""}]",The Hebrew Hammer,jewish blaxploitation hero saves hanukkah clutches santa evil
"['Comedy', 'Romance']","[{""id"": 4344, ""name"": ""musical""}]",Neal 'n' Nikki,centres gurneal ahluwalia nikkita bakshi chopra canadians indian born raised british getting married neal wants spend month vacation total freedom meeting going
